Account,Category,Amount,from_date,to_date,account_line_type
Interest Expense,73-87 Hillmartin lane Diamond Creek,0.0,2023-02-01,2023-02-28,Other
Legal expenses,73-87 Hillmartin lane Diamond Creek,0.0,2023-02-01,2023-02-28,Other
Motor Vehicle Expenses,73-87 Hillmartin lane Diamond Creek,0.0,2023-02-01,2023-02-28,Other
Office Expenses,73-87 Hillmartin lane Diamond Creek,0.0,2023-02-01,2023-02-28,Other
Repairs and Maintenance,73-87 Hillmartin lane Diamond Creek,0.0,2023-02-01,2023-02-28,Other
Staff Education/Training,73-87 Hillmartin lane Diamond Creek,0.0,2023-02-01,2023-02-28,Other
Subscriptions,73-87 Hillmartin lane Diamond Creek,0.0,2023-02-01,2023-02-28,Other
Telephone & Internet,73-87 Hillmartin lane Diamond Creek,0.0,2023-02-01,2023-02-28,Other
Travel - National,73-87 Hillmartin lane Diamond Creek,0.0,2023-02-01,2023-02-28,Other
Total Operating Expenses,73-87 Hillmartin lane Diamond Creek,0.0,2023-02-01,2023-02-28,Operating Expenses
Net Profit,73-87 Hillmartin lane Diamond Creek,0.0,2023-02-01,2023-02-28,Other
Sales,85 Starling Road Diamond Creek Stage 1,22410.0,2023-02-01,2023-02-28,Income
Total Trading Income,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Income
Contractors,85 Starling Road Diamond Creek Stage 1,101131.92,2023-02-01,2023-02-28,Cost of Sales
Cost of Goods Sold,85 Starling Road Diamond Creek Stage 1,14529.48,2023-02-01,2023-02-28,Cost of Sales
Hire of Equipment/Tools,85 Starling Road Diamond Creek Stage 1,100.0,2023-02-01,2023-02-28,Cost of Sales
Insurance - Warranty,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
License & Permits,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Superannuation,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Wages and Salaries,85 Starling Road Diamond Creek Stage 1,6916.05,2023-02-01,2023-02-28,Other
Total Cost of Sales,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Income
Gross Profit,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Advertising,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Bank Fees,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Client Meetings,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Consulting & Accounting,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Depreciation,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Filing fees,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Insurance - Business,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Interest Expense,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Legal expenses,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Motor Vehicle Expenses,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Office Expenses,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Repairs and Maintenance,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Staff Education/Training,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Subscriptions,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Telephone & Internet,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Travel - National,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Total Operating Expenses,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Operating Expenses
Net Profit,85 Starling Road Diamond Creek Stage 1,0.0,2023-02-01,2023-02-28,Other
Sales,90 Silver street Eltham,15830.55,2023-02-01,2023-02-28,Income
Total Trading Income,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Income
Contractors,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Cost of Sales
Cost of Goods Sold,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Cost of Sales
Hire of Equipment/Tools,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Cost of Sales
Insurance - Warranty,90 Silver street Eltham,1202.13,2023-02-01,2023-02-28,Other
License & Permits,90 Silver street Eltham,149.4,2023-02-01,2023-02-28,Other
Superannuation,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Wages and Salaries,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Total Cost of Sales,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Income
Gross Profit,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Advertising,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Bank Fees,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Client Meetings,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Consulting & Accounting,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Depreciation,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Filing fees,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Insurance - Business,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Interest Expense,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Legal expenses,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Motor Vehicle Expenses,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Office Expenses,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Repairs and Maintenance,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Staff Education/Training,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Subscriptions,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Telephone & Internet,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Travel - National,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Total Operating Expenses,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Operating Expenses
Net Profit,90 Silver street Eltham,0.0,2023-02-01,2023-02-28,Other
Sales,Mates Rates,0.0,2023-02-01,2023-02-28,Income
Total Trading Income,Mates Rates,0.0,2023-02-01,2023-02-28,Income
Contractors,Mates Rates,1036.36,2023-02-01,2023-02-28,Cost of Sales
Cost of Goods Sold,Mates Rates,1770.74,2023-02-01,2023-02-28,Cost of Sales
Hire of Equipment/Tools,Mates Rates,0.0,2023-02-01,2023-02-28,Cost of Sales
Insurance - Warranty,Mates Rates,0.0,2023-02-01,2023-02-28,Other
License & Permits,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Superannuation,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Wages and Salaries,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Total Cost of Sales,Mates Rates,0.0,2023-02-01,2023-02-28,Income
Gross Profit,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Advertising,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Bank Fees,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Client Meetings,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Consulting & Accounting,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Depreciation,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Filing fees,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Insurance - Business,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Interest Expense,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Legal expenses,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Motor Vehicle Expenses,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Office Expenses,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Repairs and Maintenance,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Staff Education/Training,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Subscriptions,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Telephone & Internet,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Travel - National,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Total Operating Expenses,Mates Rates,0.0,2023-02-01,2023-02-28,Operating Expenses
Net Profit,Mates Rates,0.0,2023-02-01,2023-02-28,Other
Sales,Overheads,0.0,2023-02-01,2023-02-28,Income
Total Trading Income,Overheads,0.0,2023-02-01,2023-02-28,Income
Contractors,Overheads,0.0,2023-02-01,2023-02-28,Cost of Sales
Cost of Goods Sold,Overheads,1499.22,2023-02-01,2023-02-28,Cost of Sales
Hire of Equipment/Tools,Overheads,0.0,2023-02-01,2023-02-28,Cost of Sales
Insurance - Warranty,Overheads,0.0,2023-02-01,2023-02-28,Other
License & Permits,Overheads,0.0,2023-02-01,2023-02-28,Other
Superannuation,Overheads,0.0,2023-02-01,2023-02-28,Other
Wages and Salaries,Overheads,1246.98,2023-02-01,2023-02-28,Other
Total Cost of Sales,Overheads,0.0,2023-02-01,2023-02-28,Income
Gross Profit,Overheads,0.0,2023-02-01,2023-02-28,Other
Advertising,Overheads,7350.0,2023-02-01,2023-02-28,Other
Bank Fees,Overheads,13.83,2023-02-01,2023-02-28,Other
Client Meetings,Overheads,105.41,2023-02-01,2023-02-28,Other
Consulting & Accounting,Overheads,880.0,2023-02-01,2023-02-28,Other
Depreciation,Overheads,87.65,2023-02-01,2023-02-28,Other
Filing fees,Overheads,125.0,2023-02-01,2023-02-28,Other
Insurance - Business,Overheads,2744.71,2023-02-01,2023-02-28,Other
Interest Expense,Overheads,225.77,2023-02-01,2023-02-28,Other
Legal expenses,Overheads,0.0,2023-02-01,2023-02-28,Other
Motor Vehicle Expenses,Overheads,2368.21,2023-02-01,2023-02-28,Other
Office Expenses,Overheads,102.72,2023-02-01,2023-02-28,Other
Repairs and Maintenance,Overheads,430.0,2023-02-01,2023-02-28,Other
Staff Education/Training,Overheads,100.0,2023-02-01,2023-02-28,Other
Subscriptions,Overheads,752.3,2023-02-01,2023-02-28,Other
Telephone & Internet,Overheads,220.26,2023-02-01,2023-02-28,Other
Travel - National,Overheads,18.91,2023-02-01,2023-02-28,Other
Total Operating Expenses,Overheads,0.0,2023-02-01,2023-02-28,Operating Expenses
Net Profit,Overheads,0.0,2023-02-01,2023-02-28,Other
Sales,Rennie Street,0.0,2023-02-01,2023-02-28,Income
Total Trading Income,Rennie Street,0.0,2023-02-01,2023-02-28,Income
Contractors,Rennie Street,1022.73,2023-02-01,2023-02-28,Cost of Sales
Cost of Goods Sold,Rennie Street,584.94,2023-02-01,2023-02-28,Cost of Sales
Hire of Equipment/Tools,Rennie Street,0.0,2023-02-01,2023-02-28,Cost of Sales
Insurance - Warranty,Rennie Street,0.0,2023-02-01,2023-02-28,Other
License & Permits,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Superannuation,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Wages and Salaries,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Total Cost of Sales,Rennie Street,0.0,2023-02-01,2023-02-28,Income
Gross Profit,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Advertising,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Bank Fees,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Client Meetings,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Consulting & Accounting,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Depreciation,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Filing fees,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Insurance - Business,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Interest Expense,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Legal expenses,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Motor Vehicle Expenses,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Office Expenses,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Repairs and Maintenance,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Staff Education/Training,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Subscriptions,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Telephone & Internet,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Travel - National,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Total Operating Expenses,Rennie Street,0.0,2023-02-01,2023-02-28,Operating Expenses
Net Profit,Rennie Street,0.0,2023-02-01,2023-02-28,Other
Sales,U2/48 Beaconsfield Rd Briar Hill,16163.64,2023-02-01,2023-02-28,Income
Total Trading Income,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Income
Contractors,U2/48 Beaconsfield Rd Briar Hill,10964.6,2023-02-01,2023-02-28,Cost of Sales
Cost of Goods Sold,U2/48 Beaconsfield Rd Briar Hill,25.17,2023-02-01,2023-02-28,Cost of Sales
Hire of Equipment/Tools,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Cost of Sales
Insurance - Warranty,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
License & Permits,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Superannuation,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Wages and Salaries,U2/48 Beaconsfield Rd Briar Hill,742.6,2023-02-01,2023-02-28,Other
Total Cost of Sales,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Income
Gross Profit,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Advertising,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Bank Fees,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Client Meetings,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Consulting & Accounting,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Depreciation,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Filing fees,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Insurance - Business,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Interest Expense,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Legal expenses,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Motor Vehicle Expenses,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Office Expenses,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Repairs and Maintenance,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Staff Education/Training,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Subscriptions,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Telephone & Internet,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Travel - National,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Total Operating Expenses,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Operating Expenses
Net Profit,U2/48 Beaconsfield Rd Briar Hill,0.0,2023-02-01,2023-02-28,Other
Sales,Unassigned,0.0,2023-02-01,2023-02-28,Income
Total Trading Income,Unassigned,0.0,2023-02-01,2023-02-28,Income
Contractors,Unassigned,0.0,2023-02-01,2023-02-28,Cost of Sales
Cost of Goods Sold,Unassigned,727.27,2023-02-01,2023-02-28,Cost of Sales
Hire of Equipment/Tools,Unassigned,0.0,2023-02-01,2023-02-28,Cost of Sales
Insurance - Warranty,Unassigned,0.0,2023-02-01,2023-02-28,Other
License & Permits,Unassigned,0.0,2023-02-01,2023-02-28,Other
Superannuation,Unassigned,5191.64,2023-02-01,2023-02-28,Other
Wages and Salaries,Unassigned,-0.06,2023-02-01,2023-02-28,Other
Total Cost of Sales,Unassigned,0.0,2023-02-01,2023-02-28,Income
Gross Profit,Unassigned,0.0,2023-02-01,2023-02-28,Other
Advertising,Unassigned,0.0,2023-02-01,2023-02-28,Other
Bank Fees,Unassigned,0.0,2023-02-01,2023-02-28,Other
Client Meetings,Unassigned,0.0,2023-02-01,2023-02-28,Other
Consulting & Accounting,Unassigned,0.0,2023-02-01,2023-02-28,Other
Depreciation,Unassigned,2858.83,2023-02-01,2023-02-28,Other
Filing fees,Unassigned,0.0,2023-02-01,2023-02-28,Other
Insurance - Business,Unassigned,0.0,2023-02-01,2023-02-28,Other
Interest Expense,Unassigned,103.86,2023-02-01,2023-02-28,Other
Legal expenses,Unassigned,0.0,2023-02-01,2023-02-28,Other
Motor Vehicle Expenses,Unassigned,0.0,2023-02-01,2023-02-28,Other
Office Expenses,Unassigned,0.0,2023-02-01,2023-02-28,Other
Repairs and Maintenance,Unassigned,0.0,2023-02-01,2023-02-28,Other
Staff Education/Training,Unassigned,0.0,2023-02-01,2023-02-28,Other
Subscriptions,Unassigned,0.0,2023-02-01,2023-02-28,Other
Telephone & Internet,Unassigned,0.0,2023-02-01,2023-02-28,Other
Travel - National,Unassigned,0.0,2023-02-01,2023-02-28,Other
Total Operating Expenses,Unassigned,0.0,2023-02-01,2023-02-28,Operating Expenses
Net Profit,Unassigned,0.0,2023-02-01,2023-02-28,Other
Sales,Total,0.0,2023-02-01,2023-02-28,Income
Total Trading Income,Total,0.0,2023-02-01,2023-02-28,Income
Contractors,Total,0.0,2023-02-01,2023-02-28,Cost of Sales
Cost of Goods Sold,Total,0.0,2023-02-01,2023-02-28,Cost of Sales
Hire of Equipment/Tools,Total,0.0,2023-02-01,2023-02-28,Cost of Sales
Insurance - Warranty,Total,0.0,2023-02-01,2023-02-28,Other
License & Permits,Total,0.0,2023-02-01,2023-02-28,Other
Superannuation,Total,0.0,2023-02-01,2023-02-28,Other
Wages and Salaries,Total,0.0,2023-02-01,2023-02-28,Other
Total Cost of Sales,Total,0.0,2023-02-01,2023-02-28,Income
Gross Profit,Total,0.0,2023-02-01,2023-02-28,Other
Advertising,Total,0.0,2023-02-01,2023-02-28,Other
Bank Fees,Total,0.0,2023-02-01,2023-02-28,Other
Client Meetings,Total,0.0,2023-02-01,2023-02-28,Other
Consulting & Accounting,Total,0.0,2023-02-01,2023-02-28,Other
Depreciation,Total,0.0,2023-02-01,2023-02-28,Other
Filing fees,Total,0.0,2023-02-01,2023-02-28,Other
Insurance - Business,Total,0.0,2023-02-01,2023-02-28,Other
Interest Expense,Total,0.0,2023-02-01,2023-02-28,Other
Legal expenses,Total,0.0,2023-02-01,2023-02-28,Other
Motor Vehicle Expenses,Total,0.0,2023-02-01,2023-02-28,Other
Office Expenses,Total,0.0,2023-02-01,2023-02-28,Other
Repairs and Maintenance,Total,0.0,2023-02-01,2023-02-28,Other
Staff Education/Training,Total,0.0,2023-02-01,2023-02-28,Other
Subscriptions,Total,0.0,2023-02-01,2023-02-28,Other
Telephone & Internet,Total,0.0,2023-02-01,2023-02-28,Other
Travel - National,Total,0.0,2023-02-01,2023-02-28,Other
Total Operating Expenses,Total,0.0,2023-02-01,2023-02-28,Operating Expenses
Net Profit,Total,0.0,2023-02-01,2023-02-28,Other
Sales,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Income
Total Trading Income,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Income
Contractors,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Cost of Sales
Cost of Goods Sold,1 Fraser St Diamond Creek,207.95,2022-03-01,2022-03-31,Cost of Sales
Hire of Equipment/Tools,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Cost of Sales
Insurance - Warranty,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Other
License & Permits,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Other
Superannuation,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Other
Wages and Salaries,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Other
Total Cost of Sales,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Income
Gross Profit,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Other
Advertising,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Other
Bank Fees,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Other
Consulting & Accounting,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Other
Depreciation,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Other
Donations,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Other
Motor Vehicle Expenses,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Other
Office Expenses,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Other
Protective Clothing,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Other
Staff Education/Training,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Other
Subscriptions,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Other
Telephone & Internet,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Other
Travel - National,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Other
Total Operating Expenses,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Operating Expenses
Net Profit,1 Fraser St Diamond Creek,0.0,2022-03-01,2022-03-31,Other
Sales,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Income
Total Trading Income,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Income
Contractors,11 York Street Eltham,66097.79,2022-03-01,2022-03-31,Cost of Sales
Cost of Goods Sold,11 York Street Eltham,131326.76,2022-03-01,2022-03-31,Cost of Sales
Hire of Equipment/Tools,11 York Street Eltham,1058.1,2022-03-01,2022-03-31,Cost of Sales
Insurance - Warranty,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Other
License & Permits,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Other
Superannuation,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Other
Wages and Salaries,11 York Street Eltham,8208.0,2022-03-01,2022-03-31,Other
Total Cost of Sales,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Income
Gross Profit,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Other
Advertising,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Other
Bank Fees,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Other
Consulting & Accounting,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Other
Depreciation,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Other
Donations,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Other
Motor Vehicle Expenses,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Other
Office Expenses,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Other
Protective Clothing,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Other
Staff Education/Training,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Other
Subscriptions,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Other
Telephone & Internet,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Other
Travel - National,11 York Street Eltham,0.0,2022-03-01,2022-03-31,Other
